Date,Open,High,Low,Close,Adj Close,Volume
2018-09-21,29.730000,30.580000,29.340000,30.580000,28.680056,16301600
2018-09-24,30.379999,30.700001,29.500000,29.730000,27.882866,13086900
2018-09-25,29.030001,29.760000,28.809999,29.549999,27.714045,11742900
2018-09-26,29.650000,29.969999,29.209999,29.450001,27.620264,12842400
2018-09-27,29.680000,30.299999,29.680000,30.290001,28.408072,8767900
2018-09-28,29.830000,29.980000,29.299999,29.450001,27.620264,12790900
2018-10-01,29.549999,29.760000,28.200001,28.209999,26.457306,15677500
2018-10-02,29.700001,31.559999,29.650000,31.430000,29.477245,32791500
2018-10-03,35.000000,35.419998,33.330002,34.279999,32.150173,35336300
2018-10-04,33.680000,35.880001,33.520000,35.119999,32.937988,27920000
2018-10-05,36.049999,36.290001,34.590000,35.740002,33.519466,23667700
2018-10-08,40.500000,40.750000,38.570000,39.200001,36.764488,41931900
2018-10-09,38.910000,39.700001,38.400002,39.000000,36.576920,25385300
2018-10-10,38.200001,38.200001,37.119999,37.349998,35.029430,20840800
2018-10-11,38.000000,38.169998,36.790001,37.200001,34.888756,19067000
2018-10-15,37.919998,38.439999,37.410000,37.720001,35.376446,13226100
2018-10-16,38.209999,39.500000,38.209999,39.369999,36.923931,18196300
2018-10-17,38.779999,39.740002,38.610001,39.709999,37.242809,16295800
2018-10-18,39.320000,39.980000,39.220001,39.250000,36.811382,15863700
2018-10-19,39.830002,39.860001,39.160000,39.580002,37.120888,9787200
2018-10-22,39.849998,40.240002,39.709999,39.849998,37.374111,10089700
2018-10-23,39.240002,40.189999,39.110001,39.990002,37.505405,13862900
2018-10-24,40.049999,40.320000,39.060001,39.099998,36.670704,13813200
2018-10-25,39.650002,40.349998,39.410000,40.099998,37.608574,14481500
2018-10-26,40.500000,42.570000,39.619999,42.419998,39.784431,20575700
2018-10-29,42.959999,43.400002,41.240002,41.869999,39.268604,36870500
2018-10-30,42.619999,43.400002,41.720001,43.099998,40.422184,22364100
2018-10-31,43.450001,43.599998,41.619999,42.750000,40.093929,12428600
2018-11-01,42.799999,43.560001,42.439999,43.380001,40.684792,15709200
2018-11-05,43.549999,43.590000,42.720001,43.410000,40.712925,10391700
2018-11-06,42.509998,43.240002,42.259998,42.470001,39.831329,12087500
2018-11-07,42.779999,43.080002,40.860001,41.450001,38.874702,11743000
2018-11-08,42.549999,42.759998,40.520000,40.599998,38.077503,17319300
2018-11-09,40.500000,41.770000,39.730000,41.500000,38.921589,12701700
2018-11-12,41.779999,42.490002,41.290001,42.180000,39.559349,11014600
2018-11-13,42.250000,42.630001,41.529999,41.700001,39.109169,11226800
2018-11-14,41.750000,42.009998,40.930000,41.770000,39.174824,15645500
2018-11-16,42.080002,43.099998,41.830002,43.090000,40.412804,14961700
2018-11-19,43.110001,44.299999,42.840000,44.099998,41.360058,16046600
2018-11-21,43.500000,44.099998,43.270000,44.000000,41.266270,12460100
2018-11-22,44.060001,44.869999,43.599998,44.450001,42.087070,10627300
2018-11-23,45.000000,45.790001,44.709999,44.799999,42.418472,14543200
2018-11-26,45.070000,45.730000,43.619999,44.009998,41.670464,11379600
2018-11-27,44.049999,45.400002,43.650002,45.049999,42.655178,13467400
2018-11-28,45.299999,45.799999,44.360001,45.759998,43.327435,13240700
2018-11-29,45.400002,45.910000,44.970001,45.240002,42.835083,9704000
2018-11-30,45.279999,45.320000,44.299999,44.630001,42.257511,11265500
2018-12-03,45.599998,45.599998,44.049999,44.099998,41.755684,12470500
2018-12-04,44.110001,44.599998,43.330002,43.660000,41.339073,11076300
